OPEID;INSTNM;CITY;STABBR;ZIP;INSTURL;REGION;LOCALE;ADM_RATE;COSTT4_A
119701;Compton College;Compton;CA;90221-5393;www.compton.edu;8;21.0;;14926.0
119000;Contra Costa College;San Pablo;CA;94806-3195;www.contracosta.edu;8;21.0;;12881.0
753600;Cosumnes River College;Sacramento;CA;95823-5799;www.crc.losrios.edu/;8;11.0;;10738.0
927200;Crafton Hills College;Yucaipa;CA;92339-1799;www.craftonhills.edu;8;41.0;;19525.0
119200;Cuesta College;San Luis Obispo;CA;93403-8106;https://www.cuesta.edu;8;23.0;;14167.0
2111300;Cuyamaca College;El Cajon;CA;92019;www.cuyamaca.edu;8;21.0;;10286.0
119300;Cypress College;Cypress;CA;90630-5897;www.cypresscollege.edu;8;21.0;;10307.0
448000;De Anza College;Cupertino;CA;95014;www.deanza.edu/;8;13.0;;11249.0
3964400;International School of Beauty Inc;Palm Desert;CA;92260-2740;https://btyschool.com/;8;21.0;;
3025600;Dell'Arte International School of Physical Theatre;Blue Lake;CA;95525-0816;www.dellarte.com/school;8;41.0;;
118200;College of the Desert;Palm Desert;CA;92260;collegeofthedesert.edu;8;21.0;;15024.0
2298000;Design Institute of San Diego;San Diego;CA;92121;www.disd.edu;8;11.0;0.5;31825.0
119100;Diablo Valley College;Pleasant Hill;CA;94523;www.dvc.edu;8;21.0;;12292.0
119600;Dominican University of California;San Rafael;CA;94901-2298;https://www.dominican.edu;8;13.0;0.8843;61248.0
129600;Dominican School of Philosophy & Theology;Berkeley;CA;94708-1816;https://www.dspt.edu;8;12.0;;
2226000;East Los Angeles College;Monterey Park;CA;91754-6099;www.elac.edu/;8;13.0;;15093.0
119700;El Camino Community College District;Torrance;CA;90506;www.elcamino.edu;8;21.0;;15936.0
2091200;Elegance International;Hollywood;CA;90028;ei.edu/;8;11.0;;
2609000;Emperor's College of Traditional Oriental Medicine;Santa Monica;CA;90403;www.emperors.edu;8;13.0;;
903200;Empire College;Santa Rosa;CA;95403-2126;www.empcol.edu;8;12.0;;
1245200;Evergreen Valley College;San Jose;CA;95135-1598;www.evc.edu;8;11.0;;17876.0
1111200;FIDM-Fashion Institute of Design & Merchandising-Los Angeles;Los Angeles;CA;90015-1421;www.fidm.edu;8;11.0;0.3947;48738.0
1111202;FIDM-Fashion Institute of Design & Merchandising-San Francisco;San Francisco;CA;94108-5805;WWW.FIDM.EDU;8;11.0;0.3687;46244.0
1111203;FIDM-Fashion Institute of Design & Merchandising-Orange County;Irvine;CA;92614-5610;www.FIDM.edu;8;11.0;0.5669;42591.0
859700;Feather River Community College District;Quincy;CA;95971-9124;www.frc.edu;8;41.0;;16299.0
725300;Federico Beauty Institute;Sacramento;CA;95834;federico.edu;8;21.0;;
2096100;Fielding Graduate University;Santa Barbara;CA;93105-3538;www.fielding.edu;8;13.0;;
3131300;Five Branches University;Santa Cruz;CA;95062;www.fivebranches.edu;8;22.0;;
1298500;Hair California Beauty Academy;Orange;CA;92867;hairca.com;8;12.0;;
720900;Redondo Beach Beauty College;Redondo Beach;CA;90278-3111;RedondoBeachBeautyCollege.com;8;21.0;;
119900;Foothill College;Los Altos Hills;CA;94022;https://foothill.edu;8;21.0;;11726.0
1179200;Franciscan School of Theology;Oceanside;CA;92057;www.fst.edu;8;21.0;;
2230900;Fredrick and Charles Beauty College;Eureka;CA;95501;www.fandcbeauty.com;8;33.0;;
130700;Fresno City College;Fresno;CA;93741;www.fresnocitycollege.edu;8;11.0;;9506.0
125300;Fresno Pacific University;Fresno;CA;93702-4709;www.fresno.edu;8;11.0;0.7239;38420.0
120000;Fuller Theological Seminary;Pasadena;CA;91182;www.fuller.edu;8;12.0;;
120100;Fullerton College;Fullerton;CA;92832-2095;www.fullcoll.edu;8;21.0;;11056.0
120200;Gavilan College;Gilroy;CA;95020;https://www.gavilan.edu;8;23.0;;11176.0
2231900;Gemological Institute of America-Carlsbad;Carlsbad;CA;92008;www.gia.edu/gem-education;8;12.0;;
120300;Glendale Community College;Glendale;CA;91208-2894;www.glendale.edu;8;12.0;;9888.0
2338500;Glendale Career College;Glendale;CA;91203;www.success.edu;8;12.0;;
120500;Golden Gate University-San Francisco;San Francisco;CA;94105-2968;www.ggu.edu;8;11.0;;
120600;Golden West College;Huntington Beach;CA;92647-2710;www.goldenwestcollege.edu;8;21.0;;10951.0
120700;Graduate Theological Union;Berkeley;CA;94709;WWW.GTU.EDU;8;12.0;;
120800;Grossmont College;El Cajon;CA;92020-1799;www.grossmont.edu/;8;21.0;;9956.0
2211000;Salon Success Academy-Riverside;Riverside;CA;92506;www.gotobeautyschool.com;8;11.0;;
120900;Hartnell College;Salinas;CA;93901;www.hartnell.edu;8;12.0;;16171.0
117100;Harvey Mudd College;Claremont;CA;91711;https://www.hmc.edu;8;21.0;0.1542;71917.0
2285100;Hilltop Beauty School;Daly City;CA;94014;www.hilltopbeautyschool.com;8;21.0;;
118300;Holy Names University;Oakland;CA;94619-1699;www.hnu.edu;8;11.0;0.5256;53298.0
3126800;Pacifica Graduate Institute;Carpinteria;CA;93013;www.pacifica.edu;8;41.0;;
114900;Humboldt State University;Arcata;CA;95521-8299;www.humboldt.edu;8;33.0;0.8183;23661.0
121200;Humphreys University-Stockton and Modesto Campuses;Stockton;CA;95207-3896;www.humphreys.edu;8;11.0;;25489.0
121400;Imperial Valley College;Imperial;CA;92251-0158;www.imperial.edu;8;41.0;;10585.0
2128300;Institute for Business and Technology;Santa Clara;CA;95051-1303;ibttech.com;8;12.0;;
2520300;Interior Designers Institute;Newport Beach;CA;92660;idi.edu;8;13.0;;
2255400;Toni & Guy Hairdressing Academy-Santa Monica;Santa Monica;CA;90401;toniguy.com/academy/santa_monica_beauty_school/default.aspx;8;13.0;;
2539500;Irvine Valley College;Irvine;CA;92618-0301;www.ivc.edu;8;11.0;;10988.0
1202600;Bellus Academy-El Cajon;El Cajon;CA;92021;www.bellusacademy.edu;8;21.0;;
448400;John F. Kennedy University;Pleasant Hill;CA;94523-4817;https://www.jfku.edu;8;21.0;;
274100;American Jewish University;Los Angeles;CA;90077-1519;www.aju.edu;8;11.0;0.8293;51820.0
130800;Reedley College;Reedley;CA;93654;www.reedleycollege.edu;8;32.0;;9546.0
2270600;Life Pacific College;San Dimas;CA;91773-3298;www.lifepacific.edu;8;21.0;0.9669;26502.0
2179947;Argosy University-The Art Institute of California-San Diego;San Diego;CA;92108-4423;www.artinstitutes.edu/san-diego/;8;11.0;;30447.0
121600;University of La Verne;La Verne;CA;91750-4401;www.laverne.edu/;8;21.0;0.4754;52724.0
2330500;Laguna College of Art and Design;Laguna Beach;CA;92651;www.lcad.edu;8;41.0;0.3346;45105.0
1290700;Lake Tahoe Community College;South Lake Tahoe;CA;96150;www.ltcc.edu;8;41.0;;12088.0
1301000;Lancaster Beauty School;Lancaster;CA;93534;lancasterbeautyschool.com;8;21.0;;
126600;Laney College;Oakland;CA;94607;laney.edu/;8;11.0;;12953.0
121700;Lassen Community College;Susanville;CA;96130;www.lassencollege.edu/;8;41.0;;15788.0
2228500;Life Chiropractic College West;Hayward;CA;94545-2800;www.lifewest.edu;8;12.0;;
697500;Lincoln University;Oakland;CA;94612-2801;www.lincolnuca.edu;8;11.0;;21195.0
3332300;Southern California Seminary;El Cajon;CA;92019-1108;www.socalsem.edu;8;21.0;;32970.0
121500;La Sierra University;Riverside;CA;92505-8247;https://lasierra.edu;8;11.0;0.4821;43320.0
121800;Loma Linda University;Loma Linda;CA;92350;www.llu.edu/index.html;8;21.0;;
121900;Long Beach City College;Long Beach;CA;90808-1706;www.lbcc.edu;8;11.0;;11049.0
122900;Southern California University of Health Sciences;Whittier;CA;90604;www.scuhs.edu;8;21.0;;22472.0
122400;Los Angeles Harbor College;Wilmington;CA;90744-2397;www.lahc.edu;8;11.0;;15062.0
122600;Los Angeles Pierce College;Woodland Hills;CA;91371-0002;www.piercecollege.edu;8;11.0;;14914.0
704700;Los Angeles Southwest College;Los Angeles;CA;90047-4899;www.lasc.edu;8;21.0;;12416.0
122700;Los Angeles Trade Technical College;Los Angeles;CA;90015-4181;www.lattc.edu;8;11.0;;12817.0
122800;Los Angeles Valley College;Valley Glen;CA;91401-4096;www.lavc.edu;8;11.0;;15289.0
122000;The Master's University and Seminary;Santa Clarita;CA;91321-1200;www.masters.edu;8;21.0;0.6579999999999999;45043.0
122300;Los Angeles City College;Los Angeles;CA;90029;www.lacitycollege.edu/;8;11.0;;12383.0
616500;Los Angeles County College of Nursing and Allied Health;Los Angeles;CA;90033-1084;dhs.lacounty.gov/wps/portal/dhs/conah/;8;11.0;;
1255000;Los Angeles Mission College;Sylmar;CA;91342-3200;www.lamission.edu;8;11.0;;13876.0
1034000;Los Medanos College;Pittsburg;CA;94565;www.losmedanos.edu/;8;21.0;;11427.0
2179943;Argosy University-The Art Institute of California-San Francisco;San Francisco;CA;94102-4908;www.artinstitutes.edu/san-francisco/;8;11.0;;26961.0
1164900;Loyola Marymount University;Los Angeles;CA;90045-2659;www.lmu.edu;8;11.0;0.5248;62119.0
1186600;Lu Ross Academy;Ventura;CA;93001-2729;www.lurossacademy.com/;8;12.0;;
714200;Lyle's College of  Beauty;Fresno;CA;93710;lylescolleges.com;8;11.0;;
1324000;Lytles Redwood Empire Beauty College Inc;Santa Rosa;CA;95403;www.lytlesrebc.edu/;8;21.0;1.0;
2546400;MTI Business College Inc;Stockton;CA;95207-4349;www.mtistockton.com;8;11.0;;
1291200;MTI College;Sacramento;CA;95841-9817;www.mticollege.edu;8;21.0;0.9423;
2351900;Brightwood College-Sacramento;Sacramento;CA;95821;www.brightwood.edu;8;21.0;;
2091700;Brightwood College-San Diego;San Diego;CA;92123;www.brightwood.edu;8;11.0;;
2549000;Brightwood College-Vista;Vista;CA;92083-7736;www.brightwood.edu;8;21.0;;
117800;College of Marin;Kentfield;CA;94904-2590;www.marin.edu;8;21.0;;17803.0
1047400;Marymount California University;Rancho Palos Verdes;CA;90275-6299;www.marymountcalifornia.edu/;8;21.0;;50098.0
1167200;Mendocino College;Ukiah;CA;95482;www.mendocino.edu;8;41.0;;15151.0
123600;Menlo College;Atherton;CA;94027-4301;www.menlo.edu;8;21.0;0.4299;57159.0
123700;Merced College;Merced;CA;95348-2898;www.mccd.edu;8;13.0;;15474.0
126700;Merritt College;Oakland;CA;94619-3196;www.merritt.edu;8;11.0;;16095.0
123800;Mills College;Oakland;CA;94613;https://www.mills.edu;8;11.0;0.871;61838.0
123900;MiraCosta College;Oceanside;CA;92056-3899;www.miracosta.edu;8;21.0;;8559.0
2119100;Mission College;Santa Clara;CA;95054-1897;www.missioncollege.edu/;8;12.0;;15181.0
720400;Modern Beauty Academy;Oxnard;CA;93030;www.modernbeautyacademy.org;8;12.0;;
2539100;Brightwood College-Los Angeles-Van Nuys;Van Nuys;CA;91406;www.brightwood.edu;8;11.0;;
124000;Modesto Junior College;Modesto;CA;95350-5800;www.mjc.edu;8;12.0;;14942.0
2185800;Moler Barber College;Oakland;CA;94609-2419;moler.org;8;11.0;;
369110;Middlebury Institute of International Studies at Monterey;Monterey;CA;93940;www.middlebury.edu/institute/;8;22.0;;
124200;Monterey Peninsula College;Monterey;CA;93940-4799;www.mpc.edu;8;22.0;;12373.0
711500;Moorpark College;Moorpark;CA;93021-1695;www.moorparkcollege.edu/index.shtml;8;22.0;;8800.0
124500;Mt San Antonio College;Walnut;CA;91789-1399;www.mtsac.edu;8;21.0;;10109.0
124300;Mount Saint Mary's University;Los Angeles;CA;90049-1599;https://www.msmu.edu;8;11.0;0.8121;52180.0
124600;Mt San Jacinto Community College District;San Jacinto;CA;92583-2399;www.msjc.edu;8;22.0;;11742.0
2161800;Musicians Institute;Hollywood;CA;90028;www.mi.edu;8;11.0;0.8004;40267.0
124700;Napa Valley College;Napa;CA;94558-6236;www.napavalley.edu;8;13.0;;17453.0
2542300;National Holistic Institute;Emeryville;CA;94608-2008;www.nhi.edu;8;21.0;;
1146000;National University;La Jolla;CA;92037-1011;www.nu.edu;8;11.0;;27409.0
131000;Naval Postgraduate School;Monterey;CA;93943;https://www.nps.edu;0;22.0;;
3043900;Newschool of Architecture and Design;San Diego;CA;92101;www.newschoolarch.edu;8;11.0;0.9912;41660.0
713000;Newberry School of Beauty;Granada Hills;CA;91344-7401;www.newberryschoolofbeauty.net;8;11.0;;
718700;North Adrian's College of Beauty Inc;Modesto;CA;95350-2381;www.adrians.edu;8;12.0;;
1287200;North-West College-Pomona;Pomona;CA;91768;www.north-westcollege.edu;8;21.0;;
1170700;North-West College-West Covina;West Covina;CA;91790;www.north-westcollege.edu;8;21.0;0.6788;
2591600;North-West College-Van Nuys;Van Nuys;CA;91411;www.north-westcollege.edu;8;11.0;;
117900;Notre Dame de Namur University;Belmont;CA;94002-1908;www.ndnu.edu;8;21.0;0.9362;51716.0
124900;Occidental College;Los Angeles;CA;90041-3392;https://www.oxy.edu;8;11.0;0.4179;69442.0
448100;Ohlone College;Fremont;CA;94539-0390;www.ohlone.edu;8;21.0;;16933.0
125000;Orange Coast College;Costa Mesa;CA;92626;www.orangecoastcollege.edu/;8;12.0;;10764.0
125100;Otis College of Art and Design;Los Angeles;CA;90045-3505;www.otis.edu;8;11.0;0.9125;60426.0
1284200;Oxnard College;Oxnard;CA;93033-6699;www.oxnardcollege.edu;8;12.0;;9000.0
125200;Hope International University;Fullerton;CA;92831-3199;www.hiu.edu;8;21.0;0.2837;42742.0
793000;Concorde Career College-San Diego;San Diego;CA;92113-1964;https://www.concorde.edu/campus/san-diego-california;8;11.0;0.8773;
2138300;Palo Alto University;Palo Alto;CA;94304-1337;www.paloaltou.edu;8;41.0;;
125500;Pacific Oaks College;Pasadena;CA;91103;www.pacificoaks.edu;8;12.0;;
125600;Pacific School of Religion;Berkeley;CA;94709;www.psr.edu;8;12.0;;
3163300;Pacific States University;Los Angeles;CA;90010-2263;www.psuca.edu;8;11.0;;
125800;Pacific Union College;Angwin;CA;94508-9707;www.puc.edu;8;41.0;0.5021;41331.0
132900;University of the Pacific;Stockton;CA;95211-0197;www.pacific.edu;8;11.0;0.6487;58718.0
125900;Palo Verde College;Blythe;CA;92225;www.paloverde.edu;8;42.0;;12925.0
126000;Palomar College;San Marcos;CA;92069-1487;www2.palomar.edu/;8;21.0;;9909.0
126100;Pasadena City College;Pasadena;CA;91106-2003;pasadena.edu/;8;12.0;;12368.0
1014900;Pepperdine University;Malibu;CA;90263;www.pepperdine.edu/;8;21.0;0.3985;68352.0
117200;Pitzer College;Claremont;CA;91711-6101;https://www.pitzer.edu;8;21.0;0.162;68192.0
2304300;Platt College-San Diego;San Diego;CA;92115-3919;www.platt.edu;8;11.0;;42402.0
126200;Point Loma Nazarene University;San Diego;CA;92106-2899;www.pointloma.edu;8;11.0;0.7629;48040.0
117300;Pomona College;Claremont;CA;91711-6319;www.pomona.edu;8;21.0;0.0836;67357.0
126800;Porterville College;Porterville;CA;93257;www.portervillecollege.edu;8;13.0;;8127.0
1298400;Professional Institute of Beauty;El Monte;CA;91731;www.pib.edu;8;21.0;;
128400;Santa Ana College;Santa Ana;CA;92706-3398;www.sac.edu;8;11.0;;10383.0
1044100;Pardee RAND Graduate School;Santa Monica;CA;90401-3208;www.prgs.edu;8;13.0;;
4161700;Shasta School of Cosmetology;Redding;CA;96003;www.shastaschoolofcosmetology.com;8;13.0;;
132200;University of Redlands;Redlands;CA;92373-0999;www.redlands.edu;8;13.0;0.7496;63170.0
118500;College of the Redwoods;Eureka;CA;95501-9300;www.redwoods.edu;8;41.0;;12209.0
720300;Salon Success Academy-Upland;Upland;CA;91786;www.gotobeautyschool.com;8;21.0;;
1309500;Salon Success Academy-Corona;Corona;CA;92881;www.gotobeautyschool.com;8;12.0;;
126900;Rio Hondo College;Whittier;CA;90601-1616;www.riohondo.edu;8;21.0;;11702.0
127000;Riverside City College;Riverside;CA;92506;www.rcc.edu/riverside/;8;11.0;;12523.0
2179908;Argosy University-San Francisco Bay Area;Alameda;CA;94501;www.argosy.edu/locations/san-francisco;8;21.0;;29296.0
1294200;Rosemead Beauty School;Rosemead;CA;91770-1639;rosemeadbeauty.com/home/;8;21.0;;
3109500;Dongguk University-Los Angeles;Los Angeles;CA;90020-1704;www.dula.edu;8;11.0;;
123300;Sacramento City College;Sacramento;CA;95822-1386;www.scc.losrios.edu/;8;11.0;;12587.0
891800;Saddleback College;Mission Viejo;CA;92692-3635;www.saddleback.edu;8;21.0;;14031.0
701200;Samuel Merritt University;Oakland;CA;94609;www.samuelmerritt.edu;8;11.0;;
127300;San Diego City College;San Diego;CA;92101-4787;www.sdcity.edu/;8;11.0;;11899.0
3010611;Golf Academy of America-San Diego;Carlsbad;CA;92008;www.golfacademy.edu;8;12.0;;
127500;San Diego Mesa College;San Diego;CA;92111-4998;www.sdmesa.edu/;8;11.0;;12286.0
1182000;San Diego Miramar College;San Diego;CA;92126-2999;www.sdmiramar.edu;8;11.0;;12306.0
115100;San Diego State University;San Diego;CA;92182-0001;www.sdsu.edu;8;11.0;0.3542;21051.0
1039500;University of San Diego;San Diego;CA;92110-2492;www.sandiego.edu;8;11.0;0.4979;62710.0
394800;San Francisco Art Institute;San Francisco;CA;94133-2299;www.sfai.edu;8;11.0;0.7472;66723.0
127800;San Francisco Conservatory of Music;San Francisco;CA;94102-6011;https://sfcm.edu;8;11.0;0.43799999999999994;63060.0
115400;San Francisco State University;San Francisco;CA;94132;www.sfsu.edu;8;11.0;0.7046;22313.0
127900;San Francisco Theological Seminary;San Anselmo;CA;94960-0000;www.sfts.edu;8;21.0;;
132500;University of San Francisco;San Francisco;CA;94117-1080;https://www.usfca.edu;8;11.0;0.6563;63117.0
2500000;San Joaquin College of Law;Clovis;CA;93612-1312;www.sjcl.edu;8;21.0;;
128000;San Joaquin Delta College;Stockton;CA;95207;www.deltacollege.edu/;8;11.0;;17175.0
2120700;San Joaquin Valley College-Visalia;Visalia;CA;93291-9283;www.sjvc.edu;8;41.0;;
128100;William Jessup University;Rocklin;CA;95765-3707;WWW.JESSUP.EDU;8;41.0;0.6605;42074.0
128200;San Jose City College;San Jose;CA;95128-2798;www.sjcc.edu;8;11.0;;17137.0
115500;San Jose State University;San Jose;CA;95192-0001;www.sjsu.edu;8;11.0;0.6688;23030.0
118100;College of San Mateo;San Mateo;CA;94402-3784;www.collegeofsanmateo.edu;8;21.0;;8563.0
2577900;Santa Barbara Business College-Bakersfield;Bakersfield;CA;93309;sbbcollege.edu;8;11.0;;23517.0
2578000;Santa Barbara Business College-Santa Maria;Santa Maria;CA;93454;sbbcollege.edu;8;12.0;;22201.0
128500;Santa Barbara City College;Santa Barbara;CA;93109-2394;www.sbcc.edu;8;13.0;;16141.0
132600;Santa Clara University;Santa Clara;CA;95053;www.scu.edu;8;12.0;0.5356;65334.0
128600;Santa Monica College;Santa Monica;CA;90405-1628;www.smc.edu;8;13.0;;11564.0
128700;Santa Rosa Junior College;Santa Rosa;CA;95401-4395;www.santarosa.edu;8;12.0;;12728.0
2120600;Saybrook University;Oakland;CA;94612-1943;www.saybrook.edu;8;11.0;;
117400;Scripps College;Claremont;CA;91711-3905;www.scrippscollege.edu;8;21.0;0.3337;68464.0
118600;College of the Sequoias;Visalia;CA;93277-2214;www.cos.edu;8;12.0;;8369.0
2359300;Shasta Bible College and Graduate School;Redding;CA;96002;www.shasta.edu;8;13.0;1.0;23025.0
128900;Shasta College;Redding;CA;96003;www.shastacollege.edu;8;22.0;;10928.0
129000;Sierra College;Rocklin;CA;95677-3397;https://www.sierracollege.edu;8;21.0;;11535.0
2064300;Sierra College of Beauty;Merced;CA;95340;sierrabeautycollege.net;8;13.0;;
177212;Trinity Law School;Santa Ana;CA;92705;tls.edu;8;11.0;;
129100;Simpson University;Redding;CA;96003-8606;www.simpsonu.edu;8;13.0;0.5561;37582.0
118700;College of the Siskiyous;Weed;CA;96094-2899;www.siskiyous.edu;8;33.0;;12433.0
950900;Charles A Jones Career and Education Center;Sacramento;CA;95824-1529;www.caj.scusd.edu;8;11.0;;
771300;Skyline College;San Bruno;CA;94066-1698;skylinecollege.edu;8;21.0;;8929.0
127200;San Bernardino Valley College;San Bernardino;CA;92410-2798;www.valleycollege.edu;8;12.0;;14091.0
130200;Saint Mary's College of California;Moraga;CA;94575;https://www.stmarys-ca.edu;8;21.0;0.8162;62974.0
129200;Solano Community College;Fairfield;CA;94534-3197;www.solano.edu;8;22.0;;12408.0
115600;Sonoma State University;Rohnert Park;CA;94928-3609;www.sonoma.edu;8;21.0;0.8203;24410.0
2597300;South Baylo University;Anaheim;CA;92801-1701;www.southbaylo.edu;8;11.0;;
